datetime,x,y
20200127 07:45,120.5548,24.1057
20200127 07:48,120.5245,24.1336
20200127 07:48,120.5254,24.1317
20200127 07:48,120.5245,24.1336
20200127 07:48,120.5257,24.1310
20200127 07:48,120.5252,24.1323
20200127 07:48,120.5264,24.1302
20200127 07:48,120.5257,24.1314
20200127 07:48,120.5368,24.1516
20200127 07:52,120.5504,24.1819
20200127 07:52,120.5521,24.1850
20200127 07:52,120.5509,24.1829
20200127 07:52,120.5521,24.1850
20200127 07:52,120.5513,24.1837
20200127 07:52,120.5521,24.1850
20200127 07:52,120.5510,24.1831
20200127 07:52,120.5521,24.1850
20200127 07:52,120.5510,24.1831
20200127 07:58,120.5893,24.2648
20200127 07:58,120.5888,24.2629
20200127 07:59,120.5961,24.2781
20200127 07:59,120.5997,24.2826
20200127 08:00,120.5964,24.2787
20200127 08:01,120.5972,24.2817
20200127 08:06,120.5990,24.2817
20200127 08:14,120.5970,24.2812
20200127 08:15,120.6014,24.2901
20200127 08:15,120.6038,24.2991
20200127 08:15,120.5999,24.2850
20200127 08:16,120.6147,24.2882
20200127 08:16,120.6186,24.2921
20200127 08:16,120.6147,24.2882
20200127 08:18,120.6200,24.3173
20200127 08:18,120.6247,24.3263
20200127 08:19,120.6312,24.3340
20200127 08:19,120.6420,24.3361
20200127 08:19,120.6270,24.3258
20200127 08:19,120.6306,24.3321
20200127 08:19,120.6420,24.3361
20200127 08:20,120.6440,24.3367
20200127 08:20,120.6470,24.3400
20200127 08:20,120.6452,24.3373
20200127 08:20,120.6539,24.3431
20200127 08:20,120.6510,24.3407
20200127 08:20,120.6526,24.3419
20200127 08:20,120.6510,24.3408
20200127 08:20,120.6470,24.3388
20200127 08:20,120.6519,24.3413
20200127 08:20,120.6466,24.3374
20200127 08:20,120.6523,24.3417
20200127 08:20,120.6463,24.3374
20200127 08:20,120.6516,24.3411
20200127 08:20,120.6473,24.3370
20200127 08:20,120.6526,24.3419
20200127 08:20,120.6470,24.3388
20200127 08:20,120.6535,24.3429
20200127 08:20,120.6476,24.3399
20200127 08:20,120.6473,24.3370
20200127 08:20,120.6516,24.3411
20200127 08:21,120.6563,24.3460
20200127 08:21,120.6599,24.3528
20200127 08:21,120.6635,24.3482
20200127 08:21,120.6879,24.3080
20200127 08:21,120.6563,24.3460
20200127 08:21,120.6694,24.3003
20200127 08:21,120.6547,24.3447
20200127 08:21,120.6632,24.3430
20200127 08:21,120.6603,24.3537
20200127 08:21,120.6558,24.3453
20200127 08:21,120.6633,24.3432
20200127 08:21,120.6594,24.3515
20200127 08:21,120.6633,24.3432
20200127 08:21,120.6694,24.3003
20200127 08:21,120.6631,24.3428
20200127 08:21,120.6599,24.3528
20200127 08:21,120.6635,24.3482
20200127 08:21,120.6558,24.3453
20200127 08:21,120.6632,24.3430
20200127 08:21,120.6680,24.3412
20200127 08:21,120.6547,24.3447
20200127 08:21,120.6785,24.3000
20200127 08:22,120.6640,24.3682
20200127 08:22,120.6642,24.3706
20200127 08:22,120.6708,24.3942
20200127 08:22,120.6639,24.3692
20200127 08:22,120.6642,24.3706
20200127 08:23,120.6656,24.3803
20200127 08:23,120.6668,24.3831
20200127 08:23,120.6656,24.3803
20200127 08:24,120.6680,24.3906
20200127 08:24,120.6702,24.4005
20200127 08:24,120.6701,24.3984
20200127 08:24,120.6712,24.4050
20200127 08:24,120.6702,24.4005
20200127 08:24,120.6701,24.3984
20200127 08:24,120.6710,24.4041
20200127 08:24,120.6701,24.3974
20200127 08:24,120.6698,24.3955
20200127 08:24,120.6709,24.4039
20200127 08:24,120.6701,24.3968
20200127 08:24,120.6703,24.4013
20200127 08:24,120.6701,24.3968
20200127 08:25,120.6712,24.4055
20200127 08:25,120.6718,24.4074
20200127 08:25,120.6714,24.4057
20200127 08:25,120.6738,24.4119
20200127 08:25,120.6724,24.4091
20200127 08:25,120.6712,24.4055
20200127 08:25,120.6717,24.4068
20200127 08:25,120.6736,24.4116
20200127 08:25,120.6718,24.4070
20200127 08:25,120.6714,24.4057
20200127 08:26,120.6822,24.4260
20200127 08:26,120.6795,24.4467
20200127 08:26,120.6822,24.4260
20200127 08:26,120.6826,24.4274
20200127 08:29,120.6825,24.4695
20200127 08:29,120.6842,24.4717
20200127 08:29,120.6797,24.4637
20200127 08:30,120.6854,24.4802
20200127 08:30,120.7186,24.4951
20200127 08:30,120.7009,24.4850
20200127 08:30,120.7184,24.4952
20200127 08:34,120.7346,24.5251
20200127 08:34,120.7347,24.5327
20200127 08:34,120.7369,24.5352
20200127 08:34,120.7298,24.5281
20200127 08:34,120.7352,24.5334
20200127 08:39,120.7831,24.5950
20200127 08:39,120.7978,24.6218
20200127 08:39,120.8127,24.6278
20200127 08:39,120.7831,24.5950
20200127 08:39,120.7845,24.5957
20200127 08:39,120.7830,24.5949
20200127 08:41,120.8126,24.6287
20200127 08:41,120.8185,24.6362
20200127 08:41,120.8129,24.6254
20200127 08:42,120.8238,24.6428
20200127 08:42,120.8151,24.6310
20200127 08:42,120.8198,24.6391
20200127 08:44,120.8463,24.6579
20200127 08:44,120.8589,24.6787
20200127 08:49,120.8950,24.7159
20200127 08:49,120.9003,24.7235
20200127 08:50,120.9032,24.7290
20200127 08:50,120.9174,24.7388
20200127 08:50,120.9094,24.7344
20200127 08:50,120.9032,24.7290
20200127 08:50,120.9083,24.7343
20200127 08:50,120.9175,24.7388
20200127 08:51,120.9253,24.7459
20200127 08:51,120.9304,24.7507
20200127 08:51,120.9217,24.7419
20200127 08:51,120.9232,24.7434
20200127 08:51,120.9217,24.7419
20200127 08:53,120.9564,24.7575
20200127 08:53,120.9486,24.7576
20200127 08:54,120.9574,24.7585
20200127 08:55,120.9782,24.7576
20200127 08:55,120.9831,24.7577
20200127 08:55,120.9771,24.7575
20200127 08:56,120.9838,24.7570
20200127 08:56,120.9854,24.7571
20200127 08:56,120.9872,24.7570
20200127 08:56,120.9831,24.7577
20200127 08:56,120.9854,24.7571
20200127 08:56,120.9838,24.7570
20200127 08:56,120.9854,24.7571
20200127 08:58,121.0031,24.7822
20200127 08:59,121.0065,24.7839
20200127 08:59,121.0051,24.7888
20200127 08:59,121.0065,24.7839
20200127 08:59,121.0038,24.7832
20200127 08:59,121.0068,24.7843
20200127 08:59,121.0039,24.7826
20200127 08:59,121.0051,24.7888
20200127 09:00,121.0021,24.7927
20200127 09:00,121.0056,24.7903
20200127 09:00,121.0021,24.7927
20200127 09:00,121.0050,24.7906
20200127 09:00,121.0019,24.7929
20200127 09:00,121.0053,24.7894
20200127 09:00,121.0014,24.7931
20200127 09:00,121.0050,24.7906
20200127 09:00,121.0021,24.7927
20200127 09:00,121.0050,24.7906
20200127 09:01,120.9981,24.7956
20200127 09:01,120.9997,24.7943
20200127 09:01,121.0011,24.7933
20200127 09:01,120.9997,24.7943
20200127 09:01,121.0014,24.7931
20200127 09:03,120.9949,24.7980
20200127 09:03,120.9913,24.7995
20200127 09:05,120.9869,24.8010
20200127 09:06,120.9880,24.7983
20200127 09:08,120.9820,24.8005
20200127 09:17,120.9836,24.7931
20200127 09:20,120.9870,24.7965
20200127 09:21,120.9858,24.7926
20200127 09:23,120.9842,24.7924
20200127 09:26,120.9954,24.7977
20200127 09:26,120.9885,24.7920
20200127 09:26,120.9933,24.7989
20200127 09:26,120.9841,24.7923
20200127 09:26,120.9963,24.7971
20200127 09:26,120.9841,24.7923
20200127 09:26,120.9963,24.7971
20200127 09:26,120.9885,24.7973
20200127 09:26,120.9925,24.7992
20200127 09:26,120.9841,24.7923
20200127 09:26,120.9926,24.7991
20200127 09:26,120.9841,24.7923
20200127 09:26,120.9926,24.7991
20200127 09:27,120.9946,24.7957
20200127 09:27,121.0015,24.7930
20200127 09:27,120.9946,24.7957
20200127 09:27,120.9943,24.7984
20200127 09:28,120.9927,24.7881
20200127 09:28,120.9936,24.7961
20200127 09:28,120.9932,24.7865
20200127 09:28,120.9877,24.8007
20200127 09:28,120.9921,24.7966
20200127 09:28,120.9877,24.8007
20200127 09:28,120.9932,24.7865
20200127 09:28,120.9877,24.8007
20200127 09:28,120.9932,24.7865
20200127 09:28,120.9877,24.8007
20200127 09:28,120.9932,24.7865
20200127 09:28,120.9935,24.7961
20200127 09:28,120.9921,24.7966
20200127 09:28,120.9936,24.7961
20200127 09:28,120.9921,24.7966
20200127 09:28,120.9944,24.7958
20200127 09:29,120.9928,24.7870
20200127 09:29,120.9936,24.7961
20200127 09:29,120.9928,24.7870
20200127 09:30,120.9855,24.7873
20200127 09:30,120.9859,24.7916
20200127 09:30,120.9856,24.7873
20200127 09:30,120.9889,24.7901
20200127 09:30,120.9855,24.7873
20200127 09:30,120.9889,24.7901
20200127 09:31,120.9882,24.7881
20200127 09:31,120.9919,24.7966
20200127 09:31,120.9961,24.7880
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9919,24.7966
20200127 09:31,120.9882,24.7881
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9919,24.7966
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9882,24.7881
20200127 09:31,120.9894,24.7962
20200127 09:31,120.9946,24.7867
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9882,24.7881
20200127 09:31,120.9953,24.7962
20200127 09:31,120.9879,24.7885
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9877,24.7887
20200127 09:31,120.9919,24.7966
20200127 09:31,120.9931,24.7860
20200127 09:31,120.9953,24.7962
20200127 09:31,120.9882,24.7881
20200127 09:31,120.9864,24.7916
20200127 09:31,120.9946,24.7867
20200127 09:31,120.9919,24.7966
20200127 09:31,120.9882,24.7881
20200127 09:40,120.9844,24.7920
20200127 09:40,120.9875,24.7890
20200127 09:40,120.9844,24.7920
20200127 09:40,120.9875,24.7890
20200127 09:40,120.9857,24.7916
20200127 09:41,120.9871,24.7972
20200127 09:43,120.9865,24.7959
20200127 09:51,120.9876,24.8007
20200127 09:54,120.9829,24.8016
20200127 09:56,120.9948,24.7980
20200127 09:56,120.9815,24.8002
20200127 09:56,120.9949,24.7981
20200127 09:56,120.9815,24.8002
20200127 09:56,120.9956,24.7976
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9824,24.8024
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9824,24.8024
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9824,24.8024
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9835,24.8033
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9824,24.8024
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9815,24.8002
20200127 09:57,120.9846,24.8018
20200127 09:57,120.9824,24.8024
20200127 09:58,120.9815,24.8002
20200127 09:59,120.9964,24.7970
20200127 09:59,120.9825,24.8024
20200127 09:59,120.9964,24.7970
20200127 09:59,120.9815,24.8002
20200127 09:59,120.9922,24.7992
20200127 09:59,120.9964,24.7970
20200127 09:59,120.9814,24.8002
20200127 09:59,120.9964,24.7970
20200127 10:00,120.9922,24.7992
20200127 10:00,120.9964,24.7970
20200127 10:01,120.9835,24.8033
20200127 10:01,120.9970,24.7966
20200127 10:01,120.9835,24.8033
20200127 10:01,120.9970,24.7966
20200127 10:01,120.9835,24.8033
20200127 10:02,120.9967,24.7968
20200127 10:02,120.9922,24.7992
20200127 10:04,120.9814,24.8002
20200127 10:06,120.9942,24.7984
20200127 10:06,120.9915,24.7995
20200127 10:06,120.9942,24.7984
20200127 10:06,120.9824,24.8006
20200127 10:07,120.9880,24.8006
20200127 10:07,120.9884,24.7989
20200127 10:07,120.9880,24.8006
20200127 10:07,120.9884,24.7989
20200127 10:08,120.9877,24.8007
20200127 10:09,120.9902,24.8000
20200127 10:09,120.9924,24.7992
20200127 10:09,120.9891,24.8003
20200127 10:09,120.9913,24.7996
20200127 10:09,120.9896,24.8001
20200127 10:09,120.9924,24.7992
20200127 10:10,120.9948,24.7980
20200127 10:10,120.9929,24.7991
20200127 10:10,120.9948,24.7980
20200127 10:10,120.9924,24.7992
20200127 10:10,120.9941,24.7985
20200127 10:10,120.9914,24.7996
20200127 10:10,120.9948,24.7980
20200127 10:10,120.9926,24.7992
20200127 10:10,120.9948,24.7980
20200127 10:11,120.9961,24.7973
20200127 10:12,120.9993,24.7948
20200127 10:12,121.0012,24.7933
20200127 10:12,121.0029,24.7921
20200127 10:12,120.9985,24.7955
20200127 10:12,121.0029,24.7921
20200127 10:12,121.0012,24.7933
20200127 10:12,121.0000,24.7942
20200127 10:12,121.0029,24.7921
20200127 10:14,121.0049,24.7882
20200127 10:17,121.0093,24.7770
20200127 10:17,121.0073,24.7783
20200127 10:17,121.0093,24.7770
20200127 10:17,121.0073,24.7783
20200127 10:17,121.0093,24.7770
20200127 10:17,121.0117,24.7744
20200127 10:17,121.0077,24.7780
20200127 10:17,121.0101,24.7766
20200127 10:19,121.0140,24.7705
20200127 10:19,121.0189,24.7689
20200127 10:19,121.0140,24.7705
20200127 10:20,121.0147,24.7688
20200127 10:20,121.0189,24.7689
20200127 10:20,121.0143,24.7695
20200127 10:20,121.0189,24.7693
20200127 10:20,121.0143,24.7695
20200127 10:21,121.0154,24.7678
20200127 10:21,121.0142,24.7697
20200127 10:22,121.0157,24.7663
20200127 10:23,121.0187,24.7621
20200127 10:23,121.0186,24.7638
20200127 10:23,121.0187,24.7622
20200127 10:23,121.0186,24.7638
20200127 10:23,121.0187,24.7621
20200127 10:24,121.0189,24.7606
20200127 10:24,121.0192,24.7591
20200127 10:24,121.0189,24.7606
20200127 10:24,121.0187,24.7620
20200127 10:25,121.0314,24.7705
20200127 10:25,121.0078,24.7407
20200127 10:25,121.0314,24.7706
20200127 10:25,121.0078,24.7407
20200127 10:25,121.0314,24.7705
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0314,24.7706
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0314,24.7705
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0182,24.7478
20200127 10:26,121.0314,24.7705
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0310,24.7649
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0314,24.7705
20200127 10:26,121.0078,24.7407
20200127 10:26,121.0314,24.7705
20200127 10:26,121.0078,24.7407
20200127 10:28,121.0228,24.7375
20200127 10:28,121.0236,24.7362
20200127 10:28,121.0228,24.7375
20200127 10:28,121.0236,24.7363
20200127 10:28,121.0220,24.7394
20200127 10:28,121.0228,24.7375
20200127 10:28,121.0213,24.7422
20200127 10:28,121.0236,24.7362
20200127 10:29,121.0276,24.7335
20200127 10:29,121.0253,24.7340
20200127 10:29,121.0276,24.7335
20200127 10:29,121.0253,24.7340
20200127 10:29,121.0276,24.7335
20200127 10:29,121.0253,24.7340
20200127 10:30,121.0321,24.7289
20200127 10:30,121.0301,24.7309
20200127 10:30,121.0321,24.7289
20200127 10:30,121.0298,24.7310
20200127 10:30,121.0284,24.7325
20200127 10:30,121.0316,24.7295
20200127 10:30,121.0298,24.7310
20200127 10:30,121.0321,24.7289
20200127 10:30,121.0299,24.7310
20200127 10:30,121.0316,24.7295
20200127 10:30,121.0298,24.7310
20200127 10:30,121.0321,24.7289
20200127 10:31,121.0338,24.7279
20200127 10:31,121.0322,24.7288
20200127 10:32,121.0344,24.7246
20200127 10:33,121.0397,24.7172
20200127 10:33,121.0378,24.7185
20200127 10:33,121.0397,24.7172
20200127 10:33,121.0372,24.7205
20200127 10:33,121.0397,24.7172
20200127 10:33,121.0373,24.7197
20200127 10:34,121.0421,24.7168
20200127 10:34,121.0406,24.7172
20200127 10:35,121.0421,24.7168
20200127 10:43,121.0416,24.7151
20200127 10:44,121.0430,24.7120
20200127 10:44,121.0443,24.7069
20200127 10:44,121.0432,24.7117
20200127 10:44,121.0440,24.7070
20200127 10:44,121.0430,24.7120
20200127 10:45,121.0445,24.7069
20200127 10:47,121.0401,24.6438
20200127 10:47,121.0450,24.6946
20200127 10:47,121.0349,24.6352
20200127 10:47,121.0520,24.7015
20200127 10:47,121.0483,24.6997
20200127 10:47,121.0534,24.6858
20200127 10:47,121.0349,24.6352
20200127 10:47,121.0483,24.6997
20200127 10:47,121.0528,24.6900
20200127 10:47,121.0450,24.6946
20200127 10:47,121.0483,24.6997
20200127 10:47,121.0520,24.7015
20200127 10:47,121.0534,24.6858
20200127 10:47,121.0520,24.7015
20200127 10:48,121.0543,24.7007
20200127 10:48,121.0526,24.7016
20200127 10:48,121.0543,24.7007
20200127 10:48,121.0526,24.7016
20200127 10:49,121.0559,24.7007
20200127 10:50,121.0572,24.6989
20200127 10:50,121.0572,24.7004
20200127 10:50,121.0572,24.6989
20200127 10:50,121.0572,24.7004
20200127 10:50,121.0572,24.6989
20200127 10:50,121.0572,24.7004
20200127 10:50,121.0572,24.6989
20200127 10:50,121.0572,24.7004
20200127 10:51,121.0538,24.6966
20200127 10:51,121.0537,24.6981
20200127 10:51,121.0539,24.6967
20200127 10:53,121.0541,24.6987
20200127 11:01,121.0564,24.6992
20200127 11:16,121.0572,24.7004
20200127 11:20,121.0558,24.7035
20200127 11:23,121.0537,24.7047
20200127 11:35,121.0516,24.7045
20200127 11:35,121.0546,24.7055
20200127 11:36,121.0516,24.7045
20200127 12:07,121.0546,24.7055
20200127 12:20,121.0533,24.7044
20200127 12:23,121.0573,24.7020
20200127 12:26,121.0572,24.6999
20200127 12:54,121.0583,24.6988
20200127 14:00,121.0562,24.7007
20200127 14:14,121.0542,24.6990
20200127 14:16,121.0540,24.7008
20200127 14:18,121.0542,24.6993
20200127 14:18,121.0540,24.7008
20200127 14:18,121.0542,24.6993
20200127 14:19,121.0539,24.6967
20200127 14:19,121.0542,24.6995
20200127 14:19,121.0539,24.6972
20200127 14:19,121.0542,24.6993
20200127 14:19,121.0539,24.6967
20200127 14:20,121.0537,24.6950
20200127 14:20,121.0539,24.6967
20200127 14:20,121.0545,24.6944
20200127 14:20,121.0538,24.6967
20200127 14:20,121.0537,24.6950
20200127 14:21,121.0547,24.6933
20200127 14:21,121.0538,24.6967
20200127 14:21,121.0540,24.6920
20200127 14:21,121.0547,24.6933
20200127 14:21,121.0535,24.6916
20200127 14:21,121.0547,24.6933
20200127 14:21,121.0535,24.6916
20200127 14:21,121.0547,24.6933
20200127 14:22,121.0532,24.6902
20200127 14:22,121.0544,24.6923
20200127 14:22,121.0534,24.6881
20200127 14:22,121.0547,24.6933
20200127 14:22,121.0532,24.6898
20200127 14:22,121.0535,24.6916
20200127 14:22,121.0547,24.6933
20200127 14:23,121.0636,24.6872
20200127 14:23,121.0552,24.6828
20200127 14:23,121.0636,24.6872
20200127 14:23,121.0534,24.6855
20200127 14:23,121.0617,24.6858
20200127 14:23,121.0533,24.6861
20200127 14:23,121.0636,24.6872
20200127 14:23,121.0550,24.6834
20200127 14:23,121.0533,24.6861
20200127 14:23,121.0550,24.6834
20200127 14:23,121.0636,24.6872
20200127 14:23,121.0533,24.6869
20200127 14:24,121.0546,24.6815
20200127 14:24,121.0547,24.6801
20200127 14:24,121.0546,24.6815
20200127 14:24,121.0547,24.6801
20200127 14:24,121.0546,24.6815
20200127 14:25,121.0549,24.6780
20200127 14:26,121.0546,24.6759
20200127 14:27,121.0554,24.6726
20200127 14:27,121.0545,24.6738
20200127 14:27,121.0554,24.6726
20200127 14:27,121.0545,24.6738
20200127 14:27,121.0554,24.6726
20200127 14:27,121.0569,24.6720
20200127 14:27,121.0554,24.6726
20200127 14:28,121.0593,24.6714
20200127 14:29,121.0616,24.6723
20200127 14:29,121.0695,24.6709
20200127 14:29,121.0616,24.6723
20200127 14:29,121.0694,24.6709
20200127 14:29,121.0611,24.6720
20200127 14:29,121.0694,24.6709
20200127 14:29,121.0664,24.6727
20200127 14:29,121.0611,24.6720
20200127 14:29,121.0664,24.6727
20200127 14:29,121.0694,24.6709
20200127 14:29,121.0665,24.6726
20200127 14:29,121.0611,24.6720
20200127 14:30,121.0708,24.6698
20200127 14:30,121.0705,24.6665
20200127 14:30,121.0708,24.6698
20200127 14:30,121.0705,24.6665
20200127 14:30,121.0711,24.6680
20200127 14:30,121.0708,24.6698
20200127 14:30,121.0712,24.6678
20200127 14:30,121.0705,24.6665
20200127 14:30,121.0708,24.6698
20200127 14:30,121.0705,24.6665
20200127 14:31,121.0705,24.6644
20200127 14:31,121.0705,24.6665
20200127 14:31,121.0705,24.6644
20200127 14:31,121.0705,24.6665
20200127 14:32,121.0736,24.6622
20200127 14:32,121.0719,24.6639
20200127 14:32,121.0731,24.6628
20200127 14:35,121.0746,24.6527
20200127 14:35,121.0781,24.6572
20200127 14:35,121.0763,24.6514
20200127 14:35,121.0746,24.6527
20200127 14:35,121.0771,24.6544
20200127 14:35,121.0783,24.6569
20200127 14:35,121.0757,24.6533
20200127 14:35,121.0771,24.6544
20200127 14:35,121.0763,24.6514
20200127 14:35,121.0781,24.6572
20200127 14:35,121.0771,24.6544
20200127 14:35,121.0763,24.6514
20200127 14:35,121.0781,24.6572
20200127 14:35,121.0746,24.6527
20200127 14:35,121.0755,24.6515
20200127 14:36,121.0809,24.6499
20200127 14:36,121.0787,24.6510
20200127 14:36,121.0813,24.6494
20200127 14:36,121.0777,24.6512
20200127 14:36,121.0809,24.6499
20200127 14:36,121.0794,24.6507
20200127 14:36,121.0810,24.6498
20200127 14:37,121.0824,24.6487
20200127 14:38,121.0896,24.6504
20200127 14:38,121.0856,24.6498
20200127 14:39,121.0912,24.6503
20200127 14:40,121.0921,24.6484
20200127 14:41,121.0879,24.6409
20200127 14:41,121.0920,24.6499
20200127 14:41,121.0878,24.6407
20200127 14:41,121.0885,24.6460
20200127 14:41,121.0878,24.6406
20200127 14:41,121.0885,24.6460
20200127 14:41,121.0879,24.6409
20200127 14:42,121.0912,24.6504
20200127 14:42,121.0878,24.6407
20200127 14:43,121.0806,24.6501
20200127 14:52,121.1192,24.6333
20200127 14:54,121.1094,24.6310
20200127 14:54,121.1099,24.6294
20200127 14:54,121.1236,24.6463
20200127 14:54,121.1098,24.6296
20200127 14:54,121.1236,24.6463
20200127 14:54,121.1142,24.6387
20200127 14:54,121.1098,24.6296
20200127 14:54,121.1094,24.6310
20200127 14:55,121.1099,24.6294
20200127 14:56,121.1120,24.6289
20200127 14:56,121.1099,24.6294
20200127 14:56,121.1120,24.6289
20200127 14:56,121.1099,24.6294
20200127 14:57,121.1153,24.6291
20200127 14:58,121.1022,24.6198
20200127 14:59,121.1006,24.6173
20200127 14:59,121.1029,24.6161
20200127 14:59,121.1017,24.6210
20200127 14:59,121.1016,24.6171
20200127 14:59,121.1008,24.6215
20200127 14:59,121.1006,24.6173
20200127 14:59,121.1021,24.6167
20200127 14:59,121.1012,24.6215
20200127 14:59,121.1027,24.6162
20200127 14:59,121.1017,24.6210
20200127 15:00,121.1038,24.6258
20200127 15:00,121.1010,24.6228
20200127 15:02,121.1035,24.6151
20200127 15:05,121.1063,24.6134
20200127 15:12,121.1072,24.6108
20200127 15:14,121.1037,24.6147
20200127 15:15,121.1054,24.6136
20200127 15:15,121.0981,24.6080
20200127 15:15,121.1063,24.6134
20200127 15:15,121.0977,24.6054
20200127 15:15,121.1067,24.6131
20200127 15:15,121.0977,24.6054
20200127 15:15,121.1067,24.6131
20200127 15:15,121.0981,24.6080
20200127 15:16,121.1030,24.6160
20200127 15:18,121.1037,24.6148
20200127 15:18,121.0977,24.6056
20200127 15:18,121.1037,24.6148
20200127 15:18,121.0996,24.5862
20200127 15:18,121.1037,24.6148
20200127 15:18,121.1038,24.5795
20200127 15:18,121.0996,24.5862
20200127 15:18,121.1037,24.6148
20200127 15:18,121.0996,24.5862
20200127 15:18,121.1037,24.6148
20200127 15:20,121.1027,24.5760
20200127 15:21,121.1030,24.5778
20200127 15:22,121.0985,24.5870
20200127 15:22,121.1078,24.5978
20200127 15:22,121.1032,24.5783
20200127 15:22,121.1032,24.5961
20200127 15:22,121.1032,24.5783
20200127 15:22,121.1079,24.5975
20200127 15:22,121.0985,24.5870
20200127 15:23,121.1039,24.5795
20200127 15:23,121.1012,24.5837
20200127 15:23,121.1039,24.5795
20200127 15:29,121.0945,24.6004
20200127 15:29,121.1079,24.5975
20200127 15:29,121.0942,24.6020
20200127 15:29,121.0945,24.6004
20200127 15:29,121.1078,24.5977
20200127 15:29,121.0945,24.6006
20200127 15:32,121.1078,24.5896
20200127 15:32,121.1039,24.5795
20200127 15:33,121.0941,24.6025
20200127 15:33,121.0945,24.6004
20200127 15:33,121.0940,24.6031
20200127 15:34,121.1078,24.5976
20200127 15:35,121.0942,24.6022
20200127 15:35,121.1086,24.5971
20200127 15:35,121.0937,24.6007
20200127 15:35,121.1092,24.5984
20200127 15:35,121.1078,24.5978
20200127 15:35,121.1092,24.5984
20200127 15:35,121.0944,24.6012
20200127 15:36,121.1079,24.5976
20200127 15:43,121.0946,24.6000
20200127 15:43,121.1078,24.5978
20200127 15:43,121.0945,24.6005
20200127 15:44,121.1051,24.6073
20200127 15:44,121.1078,24.5978
20200127 15:44,121.1051,24.6073
20200127 15:44,121.1078,24.5978
20200127 15:44,121.1051,24.6073
20200127 15:44,121.1078,24.5978
20200127 15:45,121.1218,24.6611
20200127 15:47,121.2061,24.8287
20200127 15:47,121.1702,24.6693
20200127 15:47,121.2061,24.8288
20200127 15:47,121.1782,24.6673
20200127 15:47,121.2061,24.8287
20200127 15:47,121.1702,24.6693
20200127 15:47,121.1765,24.6669
20200127 15:47,121.1711,24.6691
20200127 15:47,121.1782,24.6673
20200127 15:47,121.1711,24.6691
20200127 15:47,121.2061,24.8287
20200127 15:47,121.1711,24.6691
20200127 15:47,121.2061,24.8288
20200127 15:47,121.1702,24.6693
20200127 15:47,121.1767,24.6670
20200127 15:47,121.1782,24.6673
20200127 15:47,121.2061,24.8287
20200127 15:47,121.1702,24.6693
20200127 15:49,121.1210,24.6808
20200127 15:49,121.1274,24.6757
20200127 15:49,121.1092,24.5981
20200127 15:50,121.0954,24.6002
20200127 15:50,121.1086,24.5971
20200127 15:50,121.0954,24.6002
20200127 15:50,121.1078,24.5978
20200127 15:50,121.0954,24.6002
20200127 15:50,121.1078,24.5978
20200127 15:50,121.0942,24.6020
20200127 15:51,121.1086,24.5971
20200127 15:52,121.1006,24.5880
20200127 15:52,121.1084,24.5972
20200127 15:52,121.1003,24.5885
20200127 15:52,121.1084,24.5972
20200127 15:54,121.1045,24.5824
20200127 15:54,121.1078,24.5978
20200127 15:54,121.1039,24.5851
20200127 15:55,121.0972,24.6030
20200127 15:59,121.1030,24.5920
20200127 15:59,121.1044,24.5848
20200127 15:59,121.0972,24.6027
20200127 15:59,121.1063,24.5854
20200127 15:59,121.0974,24.6016
20200127 16:00,121.1069,24.5861
20200127 16:01,121.1087,24.5961
20200127 16:02,121.1092,24.5983
20200127 16:02,121.1082,24.5973
20200127 16:02,121.1092,24.5983
20200127 16:03,121.1082,24.5973
20200127 16:05,121.1081,24.5952
20200127 16:05,121.1078,24.5978
20200127 16:05,121.1081,24.5952
20200127 16:05,121.0993,24.5888
20200127 16:05,121.1078,24.5978
20200127 16:05,121.1081,24.5952
20200127 16:05,121.1078,24.5978
20200127 16:07,121.1084,24.5960
20200127 16:07,121.1069,24.5861
20200127 16:07,121.1082,24.5956
20200127 16:07,121.1069,24.5861
20200127 16:07,121.1084,24.5960
20200127 16:08,121.1069,24.5861
20200127 16:08,121.1040,24.5900
20200127 16:08,121.1069,24.5861
20200127 16:08,121.1078,24.5978
20200127 16:08,121.1069,24.5861
20200127 16:08,121.1084,24.5972
